# iterator, reward, timestamp 
1,82.09288120269775,1625947611.2297444
2,53.210824728012085,1625947614.3126442
3,132.18346238136292,1625947617.4213758
4,113.15444111824036,1625947620.5428164
5,143.50289106369019,1625947623.6637113
6,107.87975788116455,1625947626.8673825
7,37.466228008270264,1625947629.9066956
8,42.08990931510925,1625947633.530505
9,36.047935485839844,1625947635.9414742
10,100.22959113121033,1625947639.06416
11,106.3818633556366,1625947643.1726074
12,124.38628077507019,1625947646.3165448
13,41.1144495010376,1625947649.473208
14,64.53263759613037,1625947652.6305556
15,33.65403413772583,1625947655.7151885
16,115.55102467536926,1625947659.8469107
17,127.7221143245697,1625947662.8424788
18,38.98882865905762,1625947665.992401
19,51.84778571128845,1625947669.1133494
20,119.32191252708435,1625947674.223692
21,51.846057176589966,1625947677.3745236
22,76.3329565525055,1625947680.3485992
23,96.883624792099,1625947683.5249963
24,118.61202120780945,1625947687.525996
25,111.90542578697205,1625947691.64711
26,62.407881021499634,1625947694.7403548
27,66.14261865615845,1625947697.7499425
28,125.60206651687622,1625947702.8903623
29,73.52009415626526,1625947705.9771779
30,75.41963458061218,1625947709.117348
31,43.71398687362671,1625947712.0922759
32,61.02690100669861,1625947715.2417452
33,115.31785130500793,1625947718.333656
34,54.96656894683838,1625947721.4382627
35,116.15300178527832,1625947724.5445092
36,85.75037121772766,1625947727.649506
37,81.60877227783203,1625947730.7558274
38,65.69769978523254,1625947733.8597841
39,111.61166429519653,1625947736.9663785
40,117.68209934234619,1625947740.9843934
41,31.975209712982178,1625947744.0811386
42,43.74122619628906,1625947747.1998491
43,128.05545330047607,1625947751.310218
44,122.97943234443665,1625947754.4177153
45,150.88576078414917,1625947757.5260289
46,117.0620322227478,1625947760.6283143
47,63.4271502494812,1625947763.7398157
48,117.06405878067017,1625947766.844461
49,173.4263300895691,1625947769.8652098
50,86.77002787590027,1625947772.963671
51,77.52323150634766,1625947776.066672
52,28.8945734500885,1625947779.5367737
53,8.256673812866211,1625947782.2821388
54,56.727588176727295,1625947785.3388531
55,155.42396903038025,1625947788.6726096
56,213.24974298477173,1625947792.0233266
57,34.56127643585205,1625947795.1787016
58,455.33889532089233,1625947798.4803095
59,69.85807418823242,1625947801.8038812
60,140.10122418403625,1625947804.9772122
61,55.91920018196106,1625947809.1868172
62,69.07224655151367,1625947812.201545
63,41.18260741233826,1625947815.2504022
64,52.953749895095825,1625947818.3168912
65,163.60986232757568,1625947821.4066226
66,126.42607092857361,1625947824.5186913
67,150.75808763504028,1625947827.6139274
68,144.7586715221405,1625947830.726106
69,141.33790135383606,1625947833.832121
70,146.17308974266052,1625947837.850099
71,118.85923147201538,1625947841.9422812
72,117.11081862449646,1625947845.9467094
73,124.11639094352722,1625947849.054085
74,90.9026563167572,1625947852.1600556
75,119.85898017883301,1625947857.2718515
76,40.753304958343506,1625947860.3776517
77,66.84255599975586,1625947863.4965873
78,113.35554718971252,1625947867.594913
79,144.9366807937622,1625947871.7002127
80,124.36845898628235,1625947875.8076863
81,94.68090534210205,1625947878.913998
82,120.05937099456787,1625947883.0243883
83,48.76255989074707,1625947886.1274524
84,53.05206775665283,1625947889.2314298
85,50.04802346229553,1625947892.3398142
86,42.20396280288696,1625947895.4427385
87,36.466628313064575,1625947898.548648
88,118.06890368461609,1625947901.6550922
89,89.38631415367126,1625947904.7600598
90,79.8187255859375,1625947907.8652585
91,75.08915662765503,1625947910.9719105
92,114.86470699310303,1625947914.0764825
93,44.897258281707764,1625947917.1814725
94,117.918461561203,1625947920.2883282
95,118.44795942306519,1625947923.2926397
96,116.78570508956909,1625947926.4028208
97,144.6826159954071,1625947929.618104
98,123.41058254241943,1625947932.6326125
99,134.71519947052002,1625947935.665601
100,40.72818160057068,1625947938.770756
101,112.1990978717804,1625947941.8751965
102,109.65913534164429,1625947952.0095804
103,119.19474601745605,1625947956.1220112
104,110.93151569366455,1625947959.124693
105,145.34702897071838,1625947963.2506773
106,124.0813136100769,1625947966.3397186
107,118.41544508934021,1625947969.448149
108,38.71947526931763,1625947972.5570776
109,27.32264995574951,1625947975.5594506
110,116.47781729698181,1625947978.6710746
111,125.45490264892578,1625947981.779422
112,110.34280061721802,1625947984.884558
113,52.69458889961243,1625947987.9927702
114,135.51801443099976,1625947991.099106
115,129.82377409934998,1625947994.2081368
116,136.2282633781433,1625947999.2254343
117,103.22129726409912,1625948002.3682983
118,125.06887316703796,1625948005.3421025
119,36.65784001350403,1625948008.4477818
120,53.972452878952026,1625948011.5615547
121,125.67371129989624,1625948014.66118
122,48.26617240905762,1625948017.7629027
123,108.00522565841675,1625948020.8691738
124,42.172253131866455,1625948023.9752135
125,49.13392663002014,1625948026.981272
126,60.953766107559204,1625948030.087639
127,39.21020030975342,1625948033.1913173
128,119.91274356842041,1625948036.2981193
129,85.8735740184784,1625948039.4114156
130,67.55101680755615,1625948042.5130677
131,122.00489640235901,1625948045.6214075
132,146.03951573371887,1625948049.7272387
133,117.19733476638794,1625948052.829771
134,83.13214778900146,1625948055.937131
135,32.071053981781006,1625948059.0420988
136,115.71189761161804,1625948062.1476111
137,109.8569929599762,1625948067.1554084
138,113.87082934379578,1625948072.2647343
139,115.75183272361755,1625948077.2751017
140,38.59114646911621,1625948080.3786173
141,38.978129625320435,1625948083.530955
142,37.79834508895874,1625948086.5881674
143,116.35765433311462,1625948089.6929908
144,56.16098642349243,1625948092.8023865
145,50.39626359939575,1625948095.910134
146,124.48805570602417,1625948099.017581
147,69.19056177139282,1625948102.1337392
148,60.05203723907471,1625948105.2320306
149,40.31255841255188,1625948108.3421404
150,44.19878125190735,1625948111.4441264
151,38.498640060424805,1625948114.5540676
152,49.783676862716675,1625948117.660244
153,118.659108877182,1625948121.7755291
154,122.04477190971375,1625948124.778855
155,87.51669526100159,1625948127.885208
156,125.41463971138,1625948131.994097
157,123.17690253257751,1625948134.9978068
158,44.36171054840088,1625948138.1204183
159,123.05271625518799,1625948141.2181559
160,121.65069580078125,1625948145.3297067
161,39.093852043151855,1625948148.4360967
162,116.11256003379822,1625948151.5459805
163,43.75550150871277,1625948154.6788163
164,122.0097541809082,1625948157.7625928
165,131.77451491355896,1625948164.783724
166,148.4028697013855,1625948170.883326
167,115.05797505378723,1625948173.9911025
168,41.135966777801514,1625948177.0964553
169,49.905240535736084,1625948180.2023928
170,62.59515881538391,1625948183.3172724
171,51.35244131088257,1625948186.4670134
172,47.35806584358215,1625948189.549039
173,51.05510354042053,1625948192.655662
174,43.48340630531311,1625948195.7594066
175,44.74741220474243,1625948198.8680518
176,118.7104880809784,1625948201.9728973
177,53.47821116447449,1625948205.0945027
